rdtProductcode,rdtSuboutletcode,fillmethod2,searchtextrdt,rdtCode,rdtBrand_search,parasite_search,anti_search,rdtManu_search,confirmRDT_search,r1,r3,r3_lbl,r2,r2_lbl,r4,rdtBrand,r5code,r5code_other,self,r13,r14,r15a,r15b,r15c,r16a,r16b,r16c,r17n,r17p,r12a,r12b,r19,PARENT_KEY,KEY,SET-OF-rdtAudit
02,1-217147-104129-R-02,1,PARAHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,4,1,1,300,300,1,250,250,25,3000,,,NONE,uuid:1cc068c3-24f4-44f7-a4ac-eb661c4a6790,uuid:1cc068c3-24f4-44f7-a4ac-eb661c4a6790/consent_group-section6-rdtAudit[2],uuid:1cc068c3-24f4-44f7-a4ac-eb661c4a6790/consent_group-section6-rdtAudit
01,1-217147-669642-R-01,1,PARACHECK,1039,Paracheck Pf - Rapid Test for Pf Malaria Device (Ver. 3),Pf,HRP2,Orchid Biomedical Systems � A Division of Tulip Diagnostics (P) Ltd,1,,,,,,,Paracheck Pf - Rapid Test for Pf Malaria Device (Ver. 3),2,,1,15,1,1,250,250,0,,,25,3750,,,THIS IS THE ONLY RDT USE IN THE OUTLET NOW,uuid:d9b47e87-05d5-4200-a4c4-362bd097055c,uuid:d9b47e87-05d5-4200-a4c4-362bd097055c/consent_group-section6-rdtAudit[1],uuid:d9b47e87-05d5-4200-a4c4-362bd097055c/consent_group-section6-rdtAudit
01,1-308242-643531-R-01,1,First response,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,4,0,1,1000,1000,0,,,25,8000,,,,uuid:e34a6081-5e63-4267-9071-3f958d87da71,uuid:e34a6081-5e63-4267-9071-3f958d87da71/consent_group-section6-rdtAudit[1],uuid:e34a6081-5e63-4267-9071-3f958d87da71/consent_group-section6-rdtAudit
01,1-217147-156216-R-01,1,FIR,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,10,0,1,50,50,0,,,250,28000,,,NONE,uuid:5b2e8bfa-2326-4907-8933-011b95364c9a,uuid:5b2e8bfa-2326-4907-8933-011b95364c9a/consent_group-section6-rdtAudit[1],uuid:5b2e8bfa-2326-4907-8933-011b95364c9a/consent_group-section6-rdtAudit
01,1-217147-112511-R-01,1,ADV,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,-9888,0,1,300,300,0,,,25,-9888,,,DONT KNOW THE PURCHASED PRICE,uuid:959e5225-2f40-454d-a7b2-190f901fb313,uuid:959e5225-2f40-454d-a7b2-190f901fb313/consent_group-section6-rdtAudit[1],uuid:959e5225-2f40-454d-a7b2-190f901fb313/consent_group-section6-rdtAudit
01,1-217147-116257-R-01,1,MALARIA PF,1014,CareStart Malaria Pf (HRP2/pLDH) Ag Combo 3-line RDT,Pf,HRP2/pLDH,"Access Bio, Inc.",1,,,,,,,CareStart Malaria Pf (HRP2/pLDH) Ag Combo 3-line RDT,2,,1,7,0,1,300,300,0,,,25,4000,,,NO,uuid:621aa3fd-a86a-4464-a3fd-a62e8a887142,uuid:621aa3fd-a86a-4464-a3fd-a62e8a887142/consent_group-section6-rdtAudit[1],uuid:621aa3fd-a86a-4464-a3fd-a62e8a887142/consent_group-section6-rdtAudit
01,1-217147-865230-R-01,1,FIRST,1026,First Response Malaria Ag (pLDH/HRP2) Combo Card Test,Pf/Pan,HRP2/pLDH,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag (pLDH/HRP2) Combo Card Test,2,,1,6,0,1,-9888,-9888,0,,,-9888,-9888,,,NO,uuid:7c799075-8d41-4615-b89b-902bcfcf5dfb,uuid:7c799075-8d41-4615-b89b-902bcfcf5dfb/consent_group-section6-rdtAudit[1],uuid:7c799075-8d41-4615-b89b-902bcfcf5dfb/consent_group-section6-rdtAudit
02,1-217147-865230-R-02,1,PARA,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,-9888,0,1,-9888,-9888,0,,,-9888,-9888,,,"THE PROVIDER CANNOT ESTIMATE THE COST FOR TEST BECAUSE THE OUTLET TEST, TREAT AND GIVE COMPLET TREATMENT DOSE. THE TOTAL COST RANGE FROM N3500 TO 3800",uuid:7c799075-8d41-4615-b89b-902bcfcf5dfb,uuid:7c799075-8d41-4615-b89b-902bcfcf5dfb/consent_group-section6-rdtAudit[2],uuid:7c799075-8d41-4615-b89b-902bcfcf5dfb/consent_group-section6-rdtAudit
01,1-217147-927525-R-01,1,Firs,1026,First Response Malaria Ag (pLDH/HRP2) Combo Card Test,Pf/Pan,HRP2/pLDH,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag (pLDH/HRP2) Combo Card Test,2,,1,40,0,1,500,500,0,,,25,3000,,,NO,uuid:5dce1d48-563c-4c80-ad99-0e0081500f11,uuid:5dce1d48-563c-4c80-ad99-0e0081500f11/consent_group-section6-rdtAudit[1],uuid:5dce1d48-563c-4c80-ad99-0e0081500f11/consent_group-section6-rdtAudit
01,1-217147-103034-R-01,1,FIRST RESPON,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,5,0,1,500,500,0,,,-9888,-9888,,,THE RESPONDENT DONT KNOW THE ACTUAL QUANTITY YHEY PROCURE IT AND HOW MUCH THEY PROCURE IT,uuid:b1de474d-7514-4b7c-906b-2b0e99070e25,uuid:b1de474d-7514-4b7c-906b-2b0e99070e25/consent_group-section6-rdtAudit[1],uuid:b1de474d-7514-4b7c-906b-2b0e99070e25/consent_group-section6-rdtAudit
01,1-217147-032787-R-01,1,PARAHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,10,1,1,300,300,1,300,300,50,5000,,,,uuid:f8b036c8-039c-436c-9539-a2bf5c1fd404,uuid:f8b036c8-039c-436c-9539-a2bf5c1fd404/consent_group-section6-rdtAudit[1],uuid:f8b036c8-039c-436c-9539-a2bf5c1fd404/consent_group-section6-rdtAudit
01,1-217147-342519-R-01,1,Adv,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,10,1,1,300,300,0,,,75,-9888,1,200,,uuid:74c0fde2-d307-4e7b-b4fe-7c4e269899d0,uuid:74c0fde2-d307-4e7b-b4fe-7c4e269899d0/consent_group-section6-rdtAudit[1],uuid:74c0fde2-d307-4e7b-b4fe-7c4e269899d0/consent_group-section6-rdtAudit
01,1-217147-127695-R-01,1,PARAHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,10,0,1,1000,1000,0,,,25,-9888,,,,uuid:5e26213b-1378-4fa2-8272-d17da9fedac9,uuid:5e26213b-1378-4fa2-8272-d17da9fedac9/consent_group-section6-rdtAudit[1],uuid:5e26213b-1378-4fa2-8272-d17da9fedac9/consent_group-section6-rdtAudit
01,1-217147-544439-R-01,1,FIRST,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,75,1,1,0,0,0,,,25,0,9995,9995,"THIS IS GIVEN TO THEM FREE OF CHARGE BY AN NGO, SO THEY DONT CHARGE ANYTHING FROM THEIR CUSTORMERS, AND THEY DONT SELL IT AT WHOLE SALE",uuid:6094017d-054a-4ece-8398-52f78fc9c409,uuid:6094017d-054a-4ece-8398-52f78fc9c409/consent_group-section6-rdtAudit[1],uuid:6094017d-054a-4ece-8398-52f78fc9c409/consent_group-section6-rdtAudit
02,1-217147-544439-R-02,1,ARA,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,10,1,1,200,200,0,,,125,14000,25,3000,,uuid:6094017d-054a-4ece-8398-52f78fc9c409,uuid:6094017d-054a-4ece-8398-52f78fc9c409/consent_group-section6-rdtAudit[2],uuid:6094017d-054a-4ece-8398-52f78fc9c409/consent_group-section6-rdtAudit
01,1-217147-102142-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,25,0,1,250,250,1,250,250,75,2550,,,,uuid:cc1664a4-e08e-4147-aad5-11c4a3041956,uuid:cc1664a4-e08e-4147-aad5-11c4a3041956/consent_group-section6-rdtAudit[1],uuid:cc1664a4-e08e-4147-aad5-11c4a3041956/consent_group-section6-rdtAudit
01,1-217147-674712-R-01,1,ADV,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,1,0,1,700,300,0,,,50,-9888,,,,uuid:50d4a5da-9f96-4791-b90f-3872f71d5edc,uuid:50d4a5da-9f96-4791-b90f-3872f71d5edc/consent_group-section6-rdtAudit[1],uuid:50d4a5da-9f96-4791-b90f-3872f71d5edc/consent_group-section6-rdtAudit
01,1-217147-447863-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,20,0,1,400,400,0,,,30,7500,,,NONE,uuid:08d0040c-6b98-4244-b0d0-be5a3c0b00f4,uuid:08d0040c-6b98-4244-b0d0-be5a3c0b00f4/consent_group-section6-rdtAudit[1],uuid:08d0040c-6b98-4244-b0d0-be5a3c0b00f4/consent_group-section6-rdtAudit
01,1-217147-218658-R-01,1,Ad,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,1,1,1,500,500,0,,,25,2000,,,NO COMMENT(S),uuid:7ae27418-19f4-4874-b9bf-ed2bb13d45d7,uuid:7ae27418-19f4-4874-b9bf-ed2bb13d45d7/consent_group-section6-rdtAudit[1],uuid:7ae27418-19f4-4874-b9bf-ed2bb13d45d7/consent_group-section6-rdtAudit
01,1-217147-408872-R-01,1,PARAHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,40,0,1,500,500,0,,,125,-9888,,,NO COMMENT(S),uuid:a0cab6dc-5095-45cd-980f-89e3c639271f,uuid:a0cab6dc-5095-45cd-980f-89e3c639271f/consent_group-section6-rdtAudit[1],uuid:a0cab6dc-5095-45cd-980f-89e3c639271f/consent_group-section6-rdtAudit
01,1-308242-758037-R-01,1,ADV,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,3,0,1,2000,1500,0,,,-9888,-9888,,,,uuid:de47ad13-2352-4e02-ae5b-9dfeb70e3c1a,uuid:de47ad13-2352-4e02-ae5b-9dfeb70e3c1a/consent_group-section6-rdtAudit[1],uuid:de47ad13-2352-4e02-ae5b-9dfeb70e3c1a/consent_group-section6-rdtAudit
01,1-217147-031866-R-01,1,PAR,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,6,0,1,300,300,0,,,50,5000,,,NO,uuid:74c31f15-2546-4bc0-9617-3e7c55953310,uuid:74c31f15-2546-4bc0-9617-3e7c55953310/consent_group-section6-rdtAudit[1],uuid:74c31f15-2546-4bc0-9617-3e7c55953310/consent_group-section6-rdtAudit
01,1-217147-264405-R-01,1,FIR,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,25,0,1,300,300,0,,,25,2500,,,NO,uuid:2568e535-93ce-4c3f-a048-e2342809091b,uuid:2568e535-93ce-4c3f-a048-e2342809091b/consent_group-section6-rdtAudit[1],uuid:2568e535-93ce-4c3f-a048-e2342809091b/consent_group-section6-rdtAudit
01,1-107055-209576-R-01,1,First,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,0,2,0,1,2500,2000,1,2500,2000,25,25000,,,NONE,uuid:58879ad0-d8e8-4a22-a4f2-c1b9c784ec50,uuid:58879ad0-d8e8-4a22-a4f2-c1b9c784ec50/consent_group-section6-rdtAudit[1],uuid:58879ad0-d8e8-4a22-a4f2-c1b9c784ec50/consent_group-section6-rdtAudit
01,1-308242-539758-R-01,1,First Response,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,3,0,1,2000,1500,0,,,-9888,-9888,-9888,-9888,None,uuid:6b7282b7-d7b0-4ef9-9749-361462a0a1c6,uuid:6b7282b7-d7b0-4ef9-9749-361462a0a1c6/consent_group-section6-rdtAudit[1],uuid:6b7282b7-d7b0-4ef9-9749-361462a0a1c6/consent_group-section6-rdtAudit
01,1-217146-067303-R-01,1,FIRST RESPONSE,1026,First Response Malaria Ag (pLDH/HRP2) Combo Card Test,Pf/Pan,HRP2/pLDH,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag (pLDH/HRP2) Combo Card Test,1,,1,10,0,0,,,1,400,400,25,4000,,,NO,uuid:86142891-ddc7-44ba-8bab-e1dd79165bbb,uuid:86142891-ddc7-44ba-8bab-e1dd79165bbb/consent_group-section6-rdtAudit[1],uuid:86142891-ddc7-44ba-8bab-e1dd79165bbb/consent_group-section6-rdtAudit
01,1-217146-116997-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,100,1,1,200,200,0,,,150,23400,,,NO,uuid:18403ab7-bd25-4262-988b-602dacb854e4,uuid:18403ab7-bd25-4262-988b-602dacb854e4/consent_group-section6-rdtAudit[1],uuid:18403ab7-bd25-4262-988b-602dacb854e4/consent_group-section6-rdtAudit
01,1-217146-652343-R-01,1,SD,.,ABON� Plus Malaria P.f./Pan Rapid Test Device (Whole Blood?,Pf/Pan,HRP2/pLDH,ABON BIOPHARM (HANGZOU) Co LTD,1,,,,,,,ABON� Plus Malaria P.f./Pan Rapid Test Device (Whole Blood?,2,,1,12,1,1,400,400,0,,,25,4000,,,NO,uuid:4ce772e3-5ff1-4c51-b660-ff559e50cd3c,uuid:4ce772e3-5ff1-4c51-b660-ff559e50cd3c/consent_group-section6-rdtAudit[1],uuid:4ce772e3-5ff1-4c51-b660-ff559e50cd3c/consent_group-section6-rdtAudit
01,1-217146-460105-R-01,1,PARA,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,4,0,1,300,300,0,,,25,2500,,,NO,uuid:3d528b0b-0dbf-49da-ba89-317d55ebfded,uuid:3d528b0b-0dbf-49da-ba89-317d55ebfded/consent_group-section6-rdtAudit[1],uuid:3d528b0b-0dbf-49da-ba89-317d55ebfded/consent_group-section6-rdtAudit
01,1-217146-845625-R-01,1,PARA,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,10,1,1,500,500,0,,,25,4000,,,NO,uuid:e659ed9f-b739-4e80-a207-a34454ce37a5,uuid:e659ed9f-b739-4e80-a207-a34454ce37a5/consent_group-section6-rdtAudit[1],uuid:e659ed9f-b739-4e80-a207-a34454ce37a5/consent_group-section6-rdtAudit
01,1-217146-261138-R-01,1,ADVDX,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,2,0,1,500,500,0,,,25,-9888,,,NONE,uuid:d117ae01-3d2c-43a2-8d4e-5928e855da31,uuid:d117ae01-3d2c-43a2-8d4e-5928e855da31/consent_group-section6-rdtAudit[1],uuid:d117ae01-3d2c-43a2-8d4e-5928e855da31/consent_group-section6-rdtAudit
01,1-217146-922501-R-01,1,PARAHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,2,1,1,300,300,1,300,300,25,3000,,,,uuid:2e1bef61-2b04-45d2-ac20-ba2271649068,uuid:2e1bef61-2b04-45d2-ac20-ba2271649068/consent_group-section6-rdtAudit[1],uuid:2e1bef61-2b04-45d2-ac20-ba2271649068/consent_group-section6-rdtAudit
01,1-217146-374125-R-01,1,Parahi,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,3,1,1,300,300,0,,,25,6000,,,,uuid:02c1d7f6-d809-45ef-b9f4-d126844fe9ce,uuid:02c1d7f6-d809-45ef-b9f4-d126844fe9ce/consent_group-section6-rdtAudit[1],uuid:02c1d7f6-d809-45ef-b9f4-d126844fe9ce/consent_group-section6-rdtAudit
01,1-217146-974922-R-01,1,First response,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,25,0,1,300,300,0,,,125,-9888,,,,uuid:a31ae8b5-47e7-462f-bb09-29107e4b82ed,uuid:a31ae8b5-47e7-462f-bb09-29107e4b82ed/consent_group-section6-rdtAudit[1],uuid:a31ae8b5-47e7-462f-bb09-29107e4b82ed/consent_group-section6-rdtAudit
01,1-217146-057203-R-01,1,ADV,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,0,4,1,1,500,500,0,,,25,2500,0,0,DOES NOT SELL TO WHOLESALE CUSTOMERS,uuid:45ec08f7-e33c-4fdd-8c59-0e50de198cb1,uuid:45ec08f7-e33c-4fdd-8c59-0e50de198cb1/consent_group-section6-rdtAudit[1],uuid:45ec08f7-e33c-4fdd-8c59-0e50de198cb1/consent_group-section6-rdtAudit
01,1-217146-848591-R-01,1,PARA,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,998,,0,10,1,1,600,600,1,400,400,25,2500,5,1500,,uuid:bc5bd814-198e-4955-a81a-bc64b4c6d7a0,uuid:bc5bd814-198e-4955-a81a-bc64b4c6d7a0/consent_group-section6-rdtAudit[1],uuid:bc5bd814-198e-4955-a81a-bc64b4c6d7a0/consent_group-section6-rdtAudit
01,1-217146-721696-R-01,1,malaria pf,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,15,0,1,500,500,0,,,25,3000,,,NO COMMENT(S),uuid:f470e5da-82a6-49fc-a476-cfcffc76c5bc,uuid:f470e5da-82a6-49fc-a476-cfcffc76c5bc/consent_group-section6-rdtAudit[1],uuid:f470e5da-82a6-49fc-a476-cfcffc76c5bc/consent_group-section6-rdtAudit
01,1-217146-577417-R-01,1,ADVDX,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,25,0,1,200,100,0,,,25,2500,,,NO,uuid:4dff4d1b-ecac-4115-a484-f4d617442db3,uuid:4dff4d1b-ecac-4115-a484-f4d617442db3/consent_group-section6-rdtAudit[1],uuid:4dff4d1b-ecac-4115-a484-f4d617442db3/consent_group-section6-rdtAudit
02,1-217146-577417-R-02,1,PAR,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,20,0,1,0,0,0,,,200,0,,,ITS FREE OF SERVICE,uuid:4dff4d1b-ecac-4115-a484-f4d617442db3,uuid:4dff4d1b-ecac-4115-a484-f4d617442db3/consent_group-section6-rdtAudit[2],uuid:4dff4d1b-ecac-4115-a484-f4d617442db3/consent_group-section6-rdtAudit
01,1-217146-681670-R-01,1,FIRST,1026,First Response Malaria Ag (pLDH/HRP2) Combo Card Test,Pf/Pan,HRP2/pLDH,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag (pLDH/HRP2) Combo Card Test,2,,1,6,0,1,200,200,0,,,-9888,-9888,,,,uuid:a98d320b-2d20-41aa-a628-e396304c2d5a,uuid:a98d320b-2d20-41aa-a628-e396304c2d5a/consent_group-section6-rdtAudit[1],uuid:a98d320b-2d20-41aa-a628-e396304c2d5a/consent_group-section6-rdtAudit
02,1-217146-681670-R-02,1,PA,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,6,0,1,200,200,0,,,-9888,-9888,,,,uuid:a98d320b-2d20-41aa-a628-e396304c2d5a,uuid:a98d320b-2d20-41aa-a628-e396304c2d5a/consent_group-section6-rdtAudit[2],uuid:a98d320b-2d20-41aa-a628-e396304c2d5a/consent_group-section6-rdtAudit
01,1-217146-033276-R-01,1,BIOLINE,1006,Bioline Malaria Ag Pf,Pf,HRP2,Abbott Diagnostics Korea Inc.,1,,,,,,,Bioline Malaria Ag Pf,998,,1,30,1,1,200,200,1,200,200,75,11250,,,NO,uuid:a6044742-d1a6-463d-a272-e30c6a4dc0a8,uuid:a6044742-d1a6-463d-a272-e30c6a4dc0a8/consent_group-section6-rdtAudit[1],uuid:a6044742-d1a6-463d-a272-e30c6a4dc0a8/consent_group-section6-rdtAudit
01,1-217146-423292-R-01,1,ADVDX,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,30,0,1,300,300,0,,,50,7500,,,NO,uuid:ae2c1227-694c-4d50-bcdc-d5fed9a40958,uuid:ae2c1227-694c-4d50-bcdc-d5fed9a40958/consent_group-section6-rdtAudit[1],uuid:ae2c1227-694c-4d50-bcdc-d5fed9a40958/consent_group-section6-rdtAudit
01,1-217146-824987-R-01,1,PARA,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,75,0,1,300,300,0,,,50,-9888,,,,uuid:d55f0750-c0d7-4af1-b53f-b546e40c9f56,uuid:d55f0750-c0d7-4af1-b53f-b546e40c9f56/consent_group-section6-rdtAudit[1],uuid:d55f0750-c0d7-4af1-b53f-b546e40c9f56/consent_group-section6-rdtAudit
02,1-217146-824987-R-02,1,FIRST,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,40,1,1,300,300,0,,,50,-9888,,,,uuid:d55f0750-c0d7-4af1-b53f-b546e40c9f56,uuid:d55f0750-c0d7-4af1-b53f-b546e40c9f56/consent_group-section6-rdtAudit[2],uuid:d55f0750-c0d7-4af1-b53f-b546e40c9f56/consent_group-section6-rdtAudit
01,1-217146-129067-R-01,1,First response,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,8,0,1,250,250,0,,,25,4000,,,NO COMMENT(S),uuid:7a2aa8e5-43d2-4f71-88f9-1330f04b1f1d,uuid:7a2aa8e5-43d2-4f71-88f9-1330f04b1f1d/consent_group-section6-rdtAudit[1],uuid:7a2aa8e5-43d2-4f71-88f9-1330f04b1f1d/consent_group-section6-rdtAudit
01,1-311256-276719-R-01,1,Bioline,1006,Bioline Malaria Ag Pf,Pf,HRP2,Abbott Diagnostics Korea Inc.,1,,,,,,,Bioline Malaria Ag Pf,996,Korea,1,6,0,1,1000,1000,0,,,50,-9888,,,,uuid:be826843-806e-42db-9b08-ebdc21b71716,uuid:be826843-806e-42db-9b08-ebdc21b71716/consent_group-section6-rdtAudit[1],uuid:be826843-806e-42db-9b08-ebdc21b71716/consent_group-section6-rdtAudit
01,1-217146-204505-R-01,1,ADVDX,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,10,0,1,400,400,1,400,400,25,4000,,,,uuid:915770fb-16a4-46f7-a75b-a35fe4757afc,uuid:915770fb-16a4-46f7-a75b-a35fe4757afc/consent_group-section6-rdtAudit[1],uuid:915770fb-16a4-46f7-a75b-a35fe4757afc/consent_group-section6-rdtAudit
01,1-217146-594322-R-01,1,FIR,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,-9888,0,1,-9888,-9888,0,,,-9888,-9888,,,,uuid:fdc369e8-e152-4e6f-beea-7287530c2726,uuid:fdc369e8-e152-4e6f-beea-7287530c2726/consent_group-section6-rdtAudit[1],uuid:fdc369e8-e152-4e6f-beea-7287530c2726/consent_group-section6-rdtAudit
